entry_index,record_start_hex,id_offset_hex,value,u32_00,u32_04,u32_08,u32_0c,u32_10,u32_14,u32_18,u32_1c,u32_20,u32_24,u32_28,u32_2c,u32_30,u32_34,u32_38,u32_3c
29,0x1b6c,0x1b8c,911,886,1,887,22,909,1,910,1,911,1,912,16,928,16,944,1
29,0x1f5c,0x1f7c,911,886,1,887,22,909,1,910,1,911,1,912,16,928,16,944,1
29,0x234c,0x236c,911,886,1,887,22,909,1,910,1,911,1,912,1,913,1,914,1
29,0x271c,0x273c,911,886,1,887,22,909,1,910,1,911,1,912,1,913,1,914,1
29,0x2aec,0x2b0c,911,886,1,887,22,909,1,910,1,911,1,912,1,913,1,914,1
29,0x300c,0x302c,911,907,1,908,1,909,1,910,1,911,1,912,1,913,1,914,1
29,0x33bc,0x33dc,911,907,1,908,1,909,1,910,1,911,1,912,1,913,1,914,1
29,0x376c,0x378c,911,907,1,908,1,909,1,910,1,911,1,912,1,913,1,914,1
29,0x3b1c,0x3b3c,911,907,1,908,1,909,1,910,1,911,1,912,1,913,1,914,1
32,0x398,0x3b8,26,22,8148,22,8170,19,8189,21,8210,26,8236,26,8262,26,8288,26,8314
32,0x3a0,0x3c0,26,22,8170,19,8189,21,8210,26,8236,26,8262,26,8288,26,8314,15,8329
32,0x3a8,0x3c8,26,19,8189,21,8210,26,8236,26,8262,26,8288,26,8314,15,8329,20,8349
32,0x3b0,0x3d0,26,21,8210,26,8236,26,8262,26,8288,26,8314,15,8329,20,8349,20,8369
32,0x658,0x678,26,17,9855,25,9880,21,9901,21,9922,26,9948,28,9976,17,9993,26,10019
32,0x670,0x690,26,21,9922,26,9948,28,9976,17,9993,26,10019,18,10037,22,10059,21,10080
32,0x6e8,0x708,26,19,10230,19,10249,25,10274,17,10291,26,10317,21,10338,15,10353,21,10374
32,0xf58,0xf78,26,17,14583,17,14600,23,14623,23,14646,26,14672,24,14696,24,14720,27,14747
32,0xf88,0xfa8,26,24,14720,27,14747,23,14770,23,14793,26,14819,27,14846,27,14873,30,14903
32,0xfb8,0xfd8,26,27,14873,30,14903,23,14926,23,14949,26,14975,23,14998,23,15021,26,15047
32,0xfd0,0xff0,26,23,14949,26,14975,23,14998,23,15021,26,15047,22,15069,22,15091,25,15116
32,0x1000,0x1020,26,22,15091,25,15116,23,15139,23,15162,26,15188,22,15210,22,15232,25,15257
32,0x1020,0x1040,26,26,15188,22,15210,22,15232,25,15257,26,15283,26,15309,29,15338,22,15360
32,0x1028,0x1048,26,22,15210,22,15232,25,15257,26,15283,26,15309,29,15338,22,15360,22,15382
32,0x11b0,0x11d0,26,24,16299,27,16326,23,16349,23,16372,26,16398,24,16422,24,16446,27,16473
32,0x11e0,0x1200,26,24,16446,27,16473,23,16496,23,16519,26,16545,22,16567,22,16589,25,16614
32,0x1228,0x1248,26,24,16662,27,16689,23,16712,23,16735,26,16761,22,16783,22,16805,25,16830
32,0x56c8,0x56e8,26,40,19942,38,19980,36,20016,34,20050,26,20076,32,20108,33,20141,31,20172
32,0x5780,0x57a0,26,30,20683,32,20715,34,20749,36,20785,26,20811,26,20837,26,20863,30,20893
32,0x5788,0x57a8,26,32,20715,34,20749,36,20785,26,20811,26,20837,26,20863,30,20893,30,20923
32,0x5790,0x57b0,26,34,20749,36,20785,26,20811,26,20837,26,20863,30,20893,30,20923,30,20953
32,0x59c8,0x59e8,26,30,23066,27,23093,29,23122,29,23151,26,23177,28,23205,28,23233,39,23272
32,0x75d8,0x75f8,26,37,54554,37,54591,31,54622,28,54650,26,54676,26,54702,26,54728,26,54754
32,0x75e0,0x7600,26,37,54591,31,54622,28,54650,26,54676,26,54702,26,54728,26,54754,26,54780
32,0x75e8,0x7608,26,31,54622,28,54650,26,54676,26,54702,26,54728,26,54754,26,54780,26,54806
32,0x75f0,0x7610,26,28,54650,26,54676,26,54702,26,54728,26,54754,26,54780,26,54806,26,54832
32,0x75f8,0x7618,26,26,54676,26,54702,26,54728,26,54754,26,54780,26,54806,26,54832,26,54858
32,0x7600,0x7620,26,26,54702,26,54728,26,54754,26,54780,26,54806,26,54832,26,54858,37,54895
32,0x7608,0x7628,26,26,54728,26,54754,26,54780,26,54806,26,54832,26,54858,37,54895,35,54930
32,0x7610,0x7630,26,26,54754,26,54780,26,54806,26,54832,26,54858,37,54895,35,54930,31,54961
32,0x76f0,0x7710,26,54,55683,31,55714,34,55748,34,55782,26,55808,26,55834,26,55860,26,55886
32,0x76f8,0x7718,26,31,55714,34,55748,34,55782,26,55808,26,55834,26,55860,26,55886,31,55917
32,0x7700,0x7720,26,34,55748,34,55782,26,55808,26,55834,26,55860,26,55886,31,55917,31,55948
32,0x7708,0x7728,26,34,55782,26,55808,26,55834,26,55860,26,55886,31,55917,31,55948,37,55985
32,0x8678,0x8698,26,35,74951,34,74985,30,75015,38,75053,26,75079,26,75105,32,75137,37,75174
32,0x8680,0x86a0,26,34,74985,30,75015,38,75053,26,75079,26,75105,32,75137,37,75174,38,75212
32,0x2a9e4,0x2aa04,1957,1941,5,1946,9,1955,1,1956,1,1957,1,1958,1,1959,1,1960,1
32,0x2ed90,0x2edb0,4713,1113534769,2037148773,1224756575,825249108,1698848562,1601793132,76,0,4713,37708,22,37730,17,37747,20,37767
32,0x2eef0,0x2ef10,26,22,38537,22,38559,28,38587,20,38607,26,38633,20,38653,20,38673,24,38697
32,0x2efb8,0x2efd8,26,17,39046,23,39069,12,39081,27,39108,26,39134,21,39155,20,39175,20,39195
32,0x2efe0,0x2f000,26,21,39155,20,39175,20,39195,14,39209,26,39235,14,39249,28,39277,23,39300
32,0x2f0a0,0x2f0c0,26,14,39722,17,39739,19,39758,17,39775,26,39801,22,39823,15,39838,21,39859
32,0x2f1e0,0x2f200,26,27,40499,20,40519,23,40542,25,40567,26,40593,25,40618,14,40632,18,40650
32,0x2f650,0x2f670,26,1,42812,1,42813,22,42835,1,42836,26,42862,23,42885,27,42912,1,42913
32,0x2fab0,0x2fad0,26,23,43068,1,43069,1,43070,1,43071,26,43097,1,43098,20,43118,1,43119
32,0x2fc70,0x2fc90,26,1,43373,1,43374,27,43401,1,43402,26,43428,1,43429,27,43456,30,43486
32,0x2ffc8,0x2ffe8,26,27,43825,27,43852,32,43884,35,43919,26,43945,28,43973,29,44002,1,44003
32,0x30060,0x30080,26,27,44101,24,44125,31,44156,29,44185,26,44211,31,44242,35,44277,1,44278
32,0x300d0,0x300f0,26,38,44503,1,44504,37,44541,30,44571,26,44597,25,44622,20,44642,19,44661
32,0x303a0,0x303c0,26,1,45988,22,46010,19,46029,1,46030,26,46056,22,46078,1,46079,19,46098
32,0x308a8,0x308c8,26,1,46485,1,46486,24,46510,1,46511,26,46537,20,46557,1,46558,24,46582
32,0x30970,0x30990,26,1,46764,19,46783,21,46804,1,46805,26,46831,1,46832,23,46855,1,46856
32,0x30a60,0x30a80,26,1,47084,1,47085,1,47086,1,47087,26,47113,26,47139,1,47140,26,47166
32,0x30a68,0x30a88,26,1,47085,1,47086,1,47087,26,47113,26,47139,1,47140,26,47166,26,47192
32,0x30a78,0x30a98,26,1,47087,26,47113,26,47139,1,47140,26,47166,26,47192,1,47193,1,47194
32,0x30a80,0x30aa0,26,26,47113,26,47139,1,47140,26,47166,26,47192,1,47193,1,47194,1,47195
32,0x30b50,0x30b70,26,1,47214,1,47215,1,47216,1,47217,26,47243,26,47269,1,47270,1,47271
32,0x30b58,0x30b78,26,1,47215,1,47216,1,47217,26,47243,26,47269,1,47270,1,47271,26,47297
32,0x30b70,0x30b90,26,26,47243,26,47269,1,47270,1,47271,26,47297,26,47323,26,47349,26,47375
32,0x30b78,0x30b98,26,26,47269,1,47270,1,47271,26,47297,26,47323,26,47349,26,47375,1,47376
32,0x30b80,0x30ba0,26,1,47270,1,47271,26,47297,26,47323,26,47349,26,47375,1,47376,1,47377
32,0x30b88,0x30ba8,26,1,47271,26,47297,26,47323,26,47349,26,47375,1,47376,1,47377,1,47378
32,0x30d40,0x30d60,26,1,47426,1,47427,1,47428,1,47429,26,47455,29,47484,26,47510,28,47538
32,0x30d50,0x30d70,26,1,47428,1,47429,26,47455,29,47484,26,47510,28,47538,28,47566,33,47599
32,0x30e88,0x30ea8,26,1,48106,38,48144,31,48175,27,48202,26,48228,19,48247,18,48265,18,48283
32,0x311b0,0x311d0,26,1,49663,1,49664,22,49686,1,49687,26,49713,23,49736,27,49763,35,49798
32,0x31610,0x31630,26,23,52057,1,52058,1,52059,23,52082,26,52108,1,52109,20,52129,19,52148
32,0x317d0,0x317f0,26,21,52922,1,52923,27,52950,29,52979,26,53005,25,53030,1,53031,1,53032
32,0x31b28,0x31b48,26,27,53307,27,53334,32,53366,35,53401,26,53427,28,53455,29,53484,22,53506
32,0x31bc0,0x31be0,26,27,53831,24,53855,31,53886,29,53915,26,53941,31,53972,35,54007,21,54028
32,0x31c30,0x31c50,26,1,54124,40,54164,37,54201,30,54231,26,54257,25,54282,23,54305,22,54327
32,0x31d30,0x31d50,26,21,54825,28,54853,25,54878,1,54879,26,54905,22,54927,23,54950,1,54951
32,0x31db8,0x31dd8,26,22,55150,23,55173,23,55196,24,55220,26,55246,23,55269,21,55290,25,55315
32,0x31dd8,0x31df8,26,26,55246,23,55269,21,55290,25,55315,26,55341,25,55366,25,55391,26,55417
32,0x31df0,0x31e10,26,25,55315,26,55341,25,55366,25,55391,26,55417,26,55443,28,55471,26,55497
32,0x31df8,0x31e18,26,26,55341,25,55366,25,55391,26,55417,26,55443,28,55471,26,55497,27,55524
32,0x31e08,0x31e28,26,25,55391,26,55417,26,55443,28,55471,26,55497,27,55524,26,55550,1,55551
32,0x31e18,0x31e38,26,26,55443,28,55471,26,55497,27,55524,26,55550,1,55551,1,55552,1,55553
32,0x31f50,0x31f70,26,1,55957,1,55958,1,55959,1,55960,26,55986,1,55987,30,56017,27,56044
32,0x32458,0x32478,26,1,58769,1,58770,1,58771,1,58772,26,58798,1,58799,28,58827,1,58828
32,0x32480,0x324a0,26,1,58799,28,58827,1,58828,1,58829,26,58855,26,58881,1,58882,1,58883
32,0x32488,0x324a8,26,28,58827,1,58828,1,58829,26,58855,26,58881,1,58882,1,58883,28,58911
32,0x324e0,0x32500,26,1,58915,1,58916,1,58917,1,58918,26,58944,1,58945,1,58946,1,58947
32,0x32be0,0x32c00,26,20,61323,19,61342,29,61371,28,61399,26,61425,26,61451,27,61478,27,61505
32,0x32be8,0x32c08,26,19,61342,29,61371,28,61399,26,61425,26,61451,27,61478,27,61505,25,61530
32,0x32c48,0x32c68,26,27,61672,24,61696,31,61727,29,61756,26,61782,31,61813,35,61848,30,61878
32,0x32c80,0x32ca0,26,30,61878,35,61913,27,61940,30,61970,26,61996,25,62021,1,62022,1,62023
32,0x32df8,0x32e18,26,38,62337,27,62364,21,62385,30,62415,26,62441,29,62470,24,62494,21,62515
32,0x32eb0,0x32ed0,26,25,62939,33,62972,23,62995,28,63023,26,63049,22,63071,25,63096,20,63116
32,0x32ef0,0x32f10,26,33,63149,36,63185,24,63209,23,63232,26,63258,24,63282,22,63304,23,63327
32,0x32f10,0x32f30,26,26,63258,24,63282,22,63304,23,63327,26,63353,22,63375,25,63400,23,63423
32,0x32f38,0x32f58,26,22,63375,25,63400,23,63423,23,63446,26,63472,23,63495,23,63518,26,63544
32,0x32f50,0x32f70,26,23,63446,26,63472,23,63495,23,63518,26,63544,22,63566,20,63586,30,63616
32,0x32f98,0x32fb8,26,24,63667,27,63694,25,63719,21,63740,26,63766,22,63788,24,63812,23,63835
32,0x32fc0,0x32fe0,26,22,63788,24,63812,23,63835,27,63862,26,63888,23,63911,22,63933,23,63956
32,0x33060,0x33080,26,30,64270,33,64303,20,64323,31,64354,26,64380,29,64409,31,64440,31,64471
32,0x33110,0x33130,26,25,64893,24,64917,28,64945,24,64969,26,64995,32,65027,35,65062,38,65100
32,0x33290,0x332b0,26,25,66314,25,66339,25,66364,25,66389,26,66415,26,66441,26,66467,26,66493
32,0x33298,0x332b8,26,25,66339,25,66364,25,66389,26,66415,26,66441,26,66467,26,66493,26,66519
32,0x332a0,0x332c0,26,25,66364,25,66389,26,66415,26,66441,26,66467,26,66493,26,66519,26,66545
32,0x332a8,0x332c8,26,25,66389,26,66415,26,66441,26,66467,26,66493,26,66519,26,66545,26,66571
32,0x332b0,0x332d0,26,26,66415,26,66441,26,66467,26,66493,26,66519,26,66545,26,66571,26,66597
32,0x332b8,0x332d8,26,26,66441,26,66467,26,66493,26,66519,26,66545,26,66571,26,66597,26,66623
32,0x332c0,0x332e0,26,26,66467,26,66493,26,66519,26,66545,26,66571,26,66597,26,66623,26,66649
32,0x332c8,0x332e8,26,26,66493,26,66519,26,66545,26,66571,26,66597,26,66623,26,66649,26,66675
32,0x332d0,0x332f0,26,26,66519,26,66545,26,66571,26,66597,26,66623,26,66649,26,66675,26,66701
32,0x332d8,0x332f8,26,26,66545,26,66571,26,66597,26,66623,26,66649,26,66675,26,66701,26,66727
32,0x332e0,0x33300,26,26,66571,26,66597,26,66623,26,66649,26,66675,26,66701,26,66727,26,66753
32,0x332e8,0x33308,26,26,66597,26,66623,26,66649,26,66675,26,66701,26,66727,26,66753,26,66779
32,0x332f0,0x33310,26,26,66623,26,66649,26,66675,26,66701,26,66727,26,66753,26,66779,33,66812
32,0x332f8,0x33318,26,26,66649,26,66675,26,66701,26,66727,26,66753,26,66779,33,66812,33,66845
32,0x33300,0x33320,26,26,66675,26,66701,26,66727,26,66753,26,66779,33,66812,33,66845,33,66878
32,0x334a0,0x334c0,26,25,68234,25,68259,25,68284,25,68309,26,68335,26,68361,26,68387,26,68413
32,0x334a8,0x334c8,26,25,68259,25,68284,25,68309,26,68335,26,68361,26,68387,26,68413,26,68439
32,0x334b0,0x334d0,26,25,68284,25,68309,26,68335,26,68361,26,68387,26,68413,26,68439,26,68465
32,0x334b8,0x334d8,26,25,68309,26,68335,26,68361,26,68387,26,68413,26,68439,26,68465,26,68491
32,0x334c0,0x334e0,26,26,68335,26,68361,26,68387,26,68413,26,68439,26,68465,26,68491,26,68517
32,0x334c8,0x334e8,26,26,68361,26,68387,26,68413,26,68439,26,68465,26,68491,26,68517,26,68543
32,0x334d0,0x334f0,26,26,68387,26,68413,26,68439,26,68465,26,68491,26,68517,26,68543,26,68569
32,0x334d8,0x334f8,26,26,68413,26,68439,26,68465,26,68491,26,68517,26,68543,26,68569,26,68595
32,0x334e0,0x33500,26,26,68439,26,68465,26,68491,26,68517,26,68543,26,68569,26,68595,26,68621
32,0x334e8,0x33508,26,26,68465,26,68491,26,68517,26,68543,26,68569,26,68595,26,68621,26,68647
32,0x334f0,0x33510,26,26,68491,26,68517,26,68543,26,68569,26,68595,26,68621,26,68647,26,68673
32,0x334f8,0x33518,26,26,68517,26,68543,26,68569,26,68595,26,68621,26,68647,26,68673,26,68699
32,0x33500,0x33520,26,26,68543,26,68569,26,68595,26,68621,26,68647,26,68673,26,68699,26,68725
32,0x33508,0x33528,26,26,68569,26,68595,26,68621,26,68647,26,68673,26,68699,26,68725,26,68751
32,0x33510,0x33530,26,26,68595,26,68621,26,68647,26,68673,26,68699,26,68725,26,68751,25,68776
32,0x33518,0x33538,26,26,68621,26,68647,26,68673,26,68699,26,68725,26,68751,25,68776,25,68801
32,0x33520,0x33540,26,26,68647,26,68673,26,68699,26,68725,26,68751,25,68776,25,68801,25,68826
32,0x337e8,0x33808,26,25,71150,25,71175,25,71200,25,71225,26,71251,26,71277,26,71303,26,71329
32,0x337f0,0x33810,26,25,71175,25,71200,25,71225,26,71251,26,71277,26,71303,26,71329,26,71355
32,0x337f8,0x33818,26,25,71200,25,71225,26,71251,26,71277,26,71303,26,71329,26,71355,26,71381
32,0x33800,0x33820,26,25,71225,26,71251,26,71277,26,71303,26,71329,26,71355,26,71381,26,71407
32,0x33808,0x33828,26,26,71251,26,71277,26,71303,26,71329,26,71355,26,71381,26,71407,26,71433
32,0x33810,0x33830,26,26,71277,26,71303,26,71329,26,71355,26,71381,26,71407,26,71433,26,71459
32,0x33818,0x33838,26,26,71303,26,71329,26,71355,26,71381,26,71407,26,71433,26,71459,26,71485
32,0x33820,0x33840,26,26,71329,26,71355,26,71381,26,71407,26,71433,26,71459,26,71485,26,71511
32,0x33828,0x33848,26,26,71355,26,71381,26,71407,26,71433,26,71459,26,71485,26,71511,26,71537
32,0x33830,0x33850,26,26,71381,26,71407,26,71433,26,71459,26,71485,26,71511,26,71537,26,71563
32,0x33838,0x33858,26,26,71407,26,71433,26,71459,26,71485,26,71511,26,71537,26,71563,26,71589
32,0x33840,0x33860,26,26,71433,26,71459,26,71485,26,71511,26,71537,26,71563,26,71589,26,71615
32,0x33848,0x33868,26,26,71459,26,71485,26,71511,26,71537,26,71563,26,71589,26,71615,26,71641
32,0x33850,0x33870,26,26,71485,26,71511,26,71537,26,71563,26,71589,26,71615,26,71641,26,71667
32,0x33858,0x33878,26,26,71511,26,71537,26,71563,26,71589,26,71615,26,71641,26,71667,26,71693
32,0x33860,0x33880,26,26,71537,26,71563,26,71589,26,71615,26,71641,26,71667,26,71693,26,71719
32,0x33868,0x33888,26,26,71563,26,71589,26,71615,26,71641,26,71667,26,71693,26,71719,26,71745
32,0x33870,0x33890,26,26,71589,26,71615,26,71641,26,71667,26,71693,26,71719,26,71745,23,71768
32,0x33878,0x33898,26,26,71615,26,71641,26,71667,26,71693,26,71719,26,71745,23,71768,23,71791
32,0x33880,0x338a0,26,26,71641,26,71667,26,71693,26,71719,26,71745,23,71768,23,71791,23,71814
32,0x33a58,0x33a78,26,25,73538,25,73563,25,73588,25,73613,26,73639,26,73665,26,73691,26,73717
32,0x33a60,0x33a80,26,25,73563,25,73588,25,73613,26,73639,26,73665,26,73691,26,73717,26,73743
32,0x33a68,0x33a88,26,25,73588,25,73613,26,73639,26,73665,26,73691,26,73717,26,73743,26,73769
32,0x33a70,0x33a90,26,25,73613,26,73639,26,73665,26,73691,26,73717,26,73743,26,73769,33,73802
32,0x33a78,0x33a98,26,26,73639,26,73665,26,73691,26,73717,26,73743,26,73769,33,73802,33,73835
32,0x33a80,0x33aa0,26,26,73665,26,73691,26,73717,26,73743,26,73769,33,73802,33,73835,33,73868
32,0x33b18,0x33b38,26,25,74234,25,74259,25,74284,25,74309,26,74335,26,74361,26,74387,26,74413
32,0x33b20,0x33b40,26,25,74259,25,74284,25,74309,26,74335,26,74361,26,74387,26,74413,26,74439
32,0x33b28,0x33b48,26,25,74284,25,74309,26,74335,26,74361,26,74387,26,74413,26,74439,26,74465
32,0x33b30,0x33b50,26,25,74309,26,74335,26,74361,26,74387,26,74413,26,74439,26,74465,25,74490
32,0x33b38,0x33b58,26,26,74335,26,74361,26,74387,26,74413,26,74439,26,74465,25,74490,25,74515
32,0x33b40,0x33b60,26,26,74361,26,74387,26,74413,26,74439,26,74465,25,74490,25,74515,25,74540
32,0x33bf8,0x33c18,26,25,75008,25,75033,25,75058,25,75083,26,75109,26,75135,26,75161,26,75187
32,0x33c00,0x33c20,26,25,75033,25,75058,25,75083,26,75109,26,75135,26,75161,26,75187,26,75213
32,0x33c08,0x33c28,26,25,75058,25,75083,26,75109,26,75135,26,75161,26,75187,26,75213,26,75239
32,0x33c10,0x33c30,26,25,75083,26,75109,26,75135,26,75161,26,75187,26,75213,26,75239,26,75265
32,0x33c18,0x33c38,26,26,75109,26,75135,26,75161,26,75187,26,75213,26,75239,26,75265,23,75288
32,0x33c20,0x33c40,26,26,75135,26,75161,26,75187,26,75213,26,75239,26,75265,23,75288,23,75311
32,0x33c28,0x33c48,26,26,75161,26,75187,26,75213,26,75239,26,75265,23,75288,23,75311,23,75334
35,0x5b4,0x5d4,26,16580765,20643889,1068897903,327680,1083095122,4294901792,1073145858,850,26,700,115,50,655362,15,4294967295,65537
35,0x9e8,0xa08,26,4294901782,1068073846,820,67,640,107,0,655362,26,4294967295,4294901761,4294901786,0,4294901760,0,0
35,0x4ff4,0x5014,26,16711838,22872099,1068905149,327680,1083095122,4294901761,1068300565,850,26,700,110,50,655362,15,4294967295,65537
35,0x53c8,0x53e8,26,4294901761,1068300565,820,67,640,107,0,655362,26,4294967295,4294901761,4294901888,0,4294901760,0,0
35,0x5548,0x5568,26,4294901781,1067976680,820,67,640,107,0,655362,26,4294967295,4294901761,4294901928,0,4294901760,0,0
35,0x64a8,0x64c8,26,4294901761,1068300565,1000,56,640,107,0,655362,26,4294967295,4294901761,4294901928,0,4294901760,0,0
35,0x6628,0x6648,26,4294901780,1067976680,820,67,640,107,0,655362,26,4294967295,4294901761,4294901928,0,4294901760,0,0
35,0x6f74,0x6f94,26,16187553,23330870,1069131868,327682,1093245338,4294901789,1074098097,850,26,820,140,50,655362,193,4294967295,4294901766
35,0x6fd4,0x6ff4,26,16187552,23330892,1069130357,327680,1086849024,4294901779,1077660826,850,26,820,140,50,655362,193,4294967295,4294901763
35,0x73a8,0x73c8,26,4294901781,1067976680,820,67,640,107,0,655362,26,4294967295,4294901761,4294901786,0,4294901760,0,0
52,0x334,0x354,26,25,458763,0,0,0,0,0,0,26,458763,0,0,0,0,0,0
52,0x734,0x754,308,307,32,0,3145738,0,0,0,0,308,64,0,3145738,0,0,0,0
52,0xd94,0xdb4,26,25,2097153,0,0,0,0,0,1,26,2097153,0,0,0,0,0,1
52,0x1454,0x1474,26,25,129,0,0,0,0,0,2,26,129,0,0,0,0,0,2
52,0x14f8,0x1518,911,0,0,65535,0,0,0,2,31,911,0,0,0,0,0,2,50
52,0x1854,0x1874,308,307,8,0,22,0,0,0,2,308,0,0,0,0,0,0,2
52,0x1eb4,0x1ed4,26,25,16810007,0,768,0,0,0,3,26,16842775,0,768,0,0,0,3
52,0x25b4,0x25d4,26,25,0,0,0,0,0,0,4,26,0,0,0,0,0,0,4
52,0x29b4,0x29d4,308,307,2129920,0,4194400,0,0,0,4,308,4227104,0,2097216,0,0,0,4
52,0x2d94,0x2db4,26,25,3,0,0,0,0,0,5,26,3,0,0,0,0,0,5
52,0x3194,0x31b4,308,307,0,0,0,0,0,0,5,308,0,0,0,0,0,0,5
52,0x35f4,0x3614,26,25,29,0,0,0,0,0,6,26,29,0,0,0,0,0,6
52,0x39f4,0x3a14,308,307,0,0,0,0,0,0,6,308,0,0,0,0,0,0,6
52,0x3e74,0x3e94,26,25,16009579,0,0,0,0,0,7,26,16009579,0,0,0,0,0,7
52,0x4514,0x4534,26,25,3,0,0,0,0,0,8,26,3,0,0,0,0,0,8
52,0x4914,0x4934,308,307,0,0,0,0,0,0,8,308,0,0,0,0,0,0,8
52,0x4d74,0x4d94,26,25,8187,0,0,0,0,0,9,26,8187,0,0,0,0,0,9
52,0x5174,0x5194,308,307,0,0,0,0,0,0,9,308,0,0,0,0,0,0,9
52,0x55b4,0x55d4,26,25,9,0,0,0,0,0,10,26,9,0,0,0,0,0,10
52,0x59b4,0x59d4,308,307,0,0,0,0,0,0,10,308,0,0,0,0,0,0,10
52,0x5df4,0x5e14,26,25,3,0,0,0,0,0,11,26,3,0,0,0,0,0,11
52,0x61f4,0x6214,308,307,0,0,0,0,0,0,11,308,0,0,0,0,0,0,11
52,0x6654,0x6674,26,25,3,0,0,0,0,0,12,26,3,0,0,0,0,0,12
52,0x6a54,0x6a74,308,307,0,0,0,0,0,0,12,308,0,0,0,0,0,0,12
52,0x6e94,0x6eb4,26,25,13003481,0,0,0,0,0,13,26,134225952,0,0,0,0,0,13
52,0x73f4,0x7414,308,307,117440512,0,16777087,0,0,0,13,308,0,0,0,0,0,0,13
52,0x7834,0x7854,26,25,1,0,0,0,0,0,14,26,1,0,0,0,0,0,14
52,0x7c34,0x7c54,308,307,0,0,0,0,0,0,14,308,0,0,0,0,0,0,14
52,0x8074,0x8094,26,25,1007,0,0,0,0,0,15,26,1007,0,0,0,0,0,15
52,0x8474,0x8494,308,307,0,0,0,0,0,0,15,308,0,0,0,0,0,0,15
52,0x88d4,0x88f4,26,25,4095,0,0,0,0,0,16,26,4095,0,0,0,0,0,16
52,0x8cd4,0x8cf4,308,307,0,0,0,0,0,0,16,308,0,0,0,0,0,0,16
52,0x9114,0x9134,26,25,615,0,0,0,0,0,17,26,615,0,0,0,0,0,17
52,0x9514,0x9534,308,307,0,0,0,0,0,0,17,308,0,0,0,0,0,0,17
52,0x9954,0x9974,26,25,915,0,0,0,0,0,18,26,915,0,0,0,0,0,18
52,0x9d54,0x9d74,308,307,0,0,0,0,0,0,18,308,0,0,0,0,0,0,18
52,0xa194,0xa1b4,26,25,0,0,0,0,0,0,19,26,0,0,0,0,0,0,19
52,0xa814,0xa834,26,25,255,0,0,0,0,0,20,26,255,0,0,0,0,0,20
52,0xac14,0xac34,308,307,0,0,0,0,0,0,20,308,0,0,0,0,0,0,20
52,0xb0b4,0xb0d4,26,25,0,0,0,0,0,0,22,26,0,0,0,0,0,0,22
52,0xb494,0xb4b4,308,307,0,0,0,0,0,0,22,308,0,0,0,0,0,0,22
52,0xb8d4,0xb8f4,26,25,511,0,0,0,0,0,23,26,511,0,0,0,0,0,23
52,0xbcd4,0xbcf4,308,307,0,0,0,0,0,0,23,308,0,0,0,0,0,0,23
52,0xc154,0xc174,26,25,1,0,0,0,0,0,24,26,1,0,0,0,0,0,24
52,0xc554,0xc574,308,307,0,0,0,0,0,0,24,308,0,0,0,0,0,0,24
52,0xc994,0xc9b4,26,25,39,0,0,0,0,0,25,26,39,0,0,0,0,0,25
52,0xcd94,0xcdb4,308,307,0,0,0,0,0,0,25,308,0,0,0,0,0,0,25
52,0xce90,0xceb0,26,25,315,0,0,0,0,0,0,26,0,1963,0,0,0,0,0
52,0xceb0,0xced0,26,26,0,1963,0,0,0,0,0,26,1,1971,0,0,0,0,0
52,0xced0,0xcef0,26,26,1,1971,0,0,0,0,0,26,2,1997,0,0,0,0,0
52,0xcef0,0xcf10,26,26,2,1997,0,0,0,0,0,26,3,2005,0,0,0,0,0
52,0xcf10,0xcf30,26,26,3,2005,0,0,0,0,0,26,4,1963,0,0,0,0,0
52,0xcf30,0xcf50,26,26,4,1963,0,0,0,0,0,26,5,1921,0,0,0,0,0
52,0xcf50,0xcf70,26,26,5,1921,0,0,0,0,0,26,6,1989,0,0,0,0,0
52,0xcf70,0xcf90,26,26,6,1989,0,0,0,0,0,26,7,2987,0,0,0,0,0
52,0xcf90,0xcfb0,26,26,7,2987,0,0,0,0,0,26,8,1409,0,0,0,0,0
52,0xcfb0,0xcfd0,26,26,8,1409,0,0,0,0,0,26,9,1409,0,0,0,0,0
52,0xcfd0,0xcff0,26,26,9,1409,0,0,0,0,0,26,10,1937,0,0,0,0,0
52,0xcff0,0xd010,26,26,10,1937,0,0,0,0,0,26,11,68,0,0,0,0,0
52,0xd010,0xd030,26,26,11,68,0,0,0,0,0,26,12,1409,0,0,0,0,0
52,0xd030,0xd050,26,26,12,1409,0,0,0,0,0,26,13,1409,0,0,0,0,0
52,0xd050,0xd070,26,26,13,1409,0,0,0,0,0,26,14,1409,0,0,0,0,0
52,0xd070,0xd090,26,26,14,1409,0,0,0,0,0,26,15,1409,0,0,0,0,0
52,0xd090,0xd0b0,26,26,15,1409,0,0,0,0,0,26,16,1409,0,0,0,0,0
52,0xd0b0,0xd0d0,26,26,16,1409,0,0,0,0,0,26,17,1409,0,0,0,0,0
52,0xd0d0,0xd0f0,26,26,17,1409,0,0,0,0,0,26,18,1409,0,0,0,0,0
52,0xd0f0,0xd110,26,26,18,1409,0,0,0,0,0,26,19,1409,0,0,0,0,0
52,0xd110,0xd130,26,26,19,1409,0,0,0,0,0,26,20,1409,0,0,0,0,0
52,0xd130,0xd150,26,26,20,1409,0,0,0,0,0,26,21,1409,0,0,0,0,0
52,0xd150,0xd170,26,26,21,1409,0,0,0,0,0,26,22,1409,0,0,0,0,0
